,chi2,chi2dof,Mbol,Mbol_err,logg,logg_err,G3,distance,dist_mod,G3_BP,G3_RP,Teff,Av_G3,Av_G3_BP,Av_G3_RP,mass,age
0,0.0002928110636162735,1,10.799223249569177,154.47008262062656,8.348076529559613,54.41888854560851,11.936356357298326,41.49702103509226,3.0900846047101584,11.898978783432852,12.014000343293036,14246.914019542919,0.0,0.0,0.0,0.8303639975670767,406367304.59040725
1,1.2507519380196663e-06,1,11.839082433153797,1062.7553538815669,8.393292500480968,818.2132568598171,12.393624800000701,59.6560308665458,3.8782717739518526,12.399981977093828,12.375073872114823,11400.526752258009,0.0,0.0,0.0,0.8563706513533342,787849552.6834297
2,0.0006410643683751434,1,12.883364035345487,14.12502443166702,7.943331997207447,40.60912076427136,12.991017011830511,62.05252574046118,3.9637973169916885,13.126619472967677,12.72858821071445,7712.736072309488,0.0,0.0,0.0,0.5602430987480539,1117309493.598455
3,0.00037778427433508664,1,11.051146308806869,145.00173522742892,8.37470883835428,49.86279665369085,12.055850705296269,42.342960922647634,3.1339061186066286,12.026821816165235,12.114178064500805,13612.033291240743,0.0,0.0,0.0,0.8446666553317955,485876599.30361015
4,0.0007111974335069635,1,10.217069811502945,69.8308539188019,8.029463079782929,34.749709048763805,11.414162329208017,92.02441349898795,4.819515291149629,11.369981414412456,11.507701268198128,14542.389969735457,0.0,0.0,0.0,0.6279999763919133,234160191.8583407
5,0.0027296337577453113,1,14.824032765009894,3.8406529330358774,8.113482719465583,14.983872471761424,14.78409393185226,62.12520299907082,3.9663391041783513,15.199048452355184,14.199057539753209,5230.493628460159,0.0,0.0,0.0,0.6529550082652972,5902006407.748957
6,0.026149140732419827,1,14.341000817784881,0.7794019187641965,8.105375140268942,3.5731074448664977,14.282646755676478,105.81474756284113,5.122731001010974,14.59473083642758,13.798266540866686,5822.595086288575,0.0,0.0,0.0,0.6542108961974418,3155249690.027751
7,0.00033975653617466053,1,10.69901719774198,180.49123324961684,8.278365272197279,64.62036581952336,11.834054221141898,34.98055784442868,2.7191336550479606,11.79650232141526,11.912135332988129,14226.509816526144,0.0,0.0,0.0,0.7848330896806499,369642954.2775959
8,0.0010050550942735977,1,10.267322156151039,83.17505194726193,8.208031928394282,40.89008060390781,11.593545198454285,45.95606180544907,3.3117140242061858,11.542426610951644,11.700631335249145,15276.333845295365,0.0,0.0,0.0,0.7398016596949731,268028326.69713008
9,0.004522737285805405,1,13.995710229871916,2.5751373502130637,8.059784779957308,10.909713373582816,13.953786415421044,71.7205691234289,4.278218635779785,14.214206907727721,13.526116347673494,6207.341603387947,0.0,0.0,0.0,0.6260525088822593,2411646963.377446
